Parent Category Name	Category Name 	Link	Employee Company	Title	Roles	Requirements	Additional Info	City/Province	District	Level	Type	Min Salary	Max Salary	Is Dealable	Address	Phone	Fax	Ad Added Date
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_go+k83j93a	Бат ган транс ХХК	ХАБЭА инженер ажилд авна.	Тээврийн чиглэлээр ХАБЭА инженер хийж байсан бол давуу талтай	ХАБЭА чиглэлээр их дээд сургууль 3-с доошгүй жил ажилласан туршлагатай механик болон инженерийн мэдлэгтэй бол давуу талтай	Схд -т гэртэй бол давуу талтай Ажлын 5 өдөртэй	Улаанбаатар хот	 Сонгинохайрхан дүүрэг	Дунд шатны удирдлага	Бүтэн цагийн	1,200,000	1,500,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 04 хороо, АПУ Ложистик төв, 3 давхар, 301 тоот	88054403, 99086826, 90997755	None	2022-03-15 14:04
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_q15wig7fvm	Бүүкс Энд Логистикс	Захиалгын менежер	-Захиалга бүртгэх -захиалга хуваарилах -вебийн мэдээлэл шинэчлэх болон бусад оффисын ажлууд гүйцэтгэнэ. Ажлын цаг өглөө 7.30-14.30хооронд ажиллана. Ажлын 6 өдөртэй.	-Ажлын цаг өглөө эрт эхлэх учир эртэч байх -Тогтвор, суурьшилтай ажиллах -Санаачлагатай байх		Улаанбаатар хот	 Сүхбаатар дүүрэг	Дунд шатны удирдлага	Бүтэн цагийн	600,000	800,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Сүхбаатар дүүрэг Юнайтед Апартмент	99025695	None	2022-03-16 09:48
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_wdzx85s622	"Степпелинк Холдинг" ХХК	ЛОЖИСТИК КООРДИНАТОР / ТЭЭВРИЙН МЭРГЭЖИЛТЭН	Гадаад, дотоод тээвэрлэлтийг зохион байгуулах, мэдээллээр хангах, бэлтгэлийг хангуулах, тайлан мэдээ гаргах; Тээврийн агентуудтай харилцах, мэдээлэл солилцох, харилцагч, үйлчлүүлэгчдэд тээвэрлэлтийн үнийн санал боловсруулах; Ачаа барааны ачилт тээвэрлэлт, буулгалтын үеийн аюулгүй ажиллагааг хангах ажлыг зохион байгуулах; Худалдан авалт, нийлүүлэлтэд болон агуулахын үйл ажиллагаанд дэмжлэг үзүүлэх зэрэг Ажлын байрны тодорхойлолтын дагуу чиг үүргүүдийг гүйцэтгэнэ.	Тээврийн менежмент, Бизнесийн удирдлага болон төстэй чиглэлээр бакалавр зэрэгтэй; Ложистик, худалдаа, тээвэр зуучийн салбарт ажиллаж байсан 1-ээс дээш жилийн туршлагатай; Хэрэглээний бүх программуудын мэдлэгтэй байх (ERP, Trello програмын мэдлэгтэй бол давуу талтай); Англи хэлний зохих түвшний мэдлэгтэй; Ажлын гүйцэтгэлийн хурд, суралцах чадвар сайн байх; Харилцааны ур чадвар сайтай, тээвэрлэгч агентуудтай холбоо тогтоох, хамтын ажиллагааг хөгжүүлэх, мэдээлэл өгөх чадвартай.	"Интеррелианс Ложистик" ХХК (IRL) нь манай компанийн нэгдэлд оролцогч компани бөгөөд гадаад дотоод худалдаа, ханган нийлүүлэлт, ложистикийн чиглэлээр үйл ажиллагаа явуулдаг. Олон улсын ISO стандартыг хэрэгжүүлэгч байгууллага юм. Ажиллах байршил: ХУД, 3-р хороо, Үйлдвэрийн бүс, 52/1 тоот (Мон Илч ХХК-ийн урд байрлалтай) Анкет бөглөх хаяг: Зарын дагуух и-мэйл хаягаар CV-ээ илгээх эсвэл Зайсангийн "Оргил рашаан сувилал"-ын замын хойно LS Plaza оффисын 10 давхарт, 1002 тоотод ирж анкет бөглөх боломжтой.	Улаанбаатар хот	 Хан-Уул дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 18-р хороо, Богд Жавзандамба хутагтын гудамж, LS Plaza оффисын барилгын 10-р давхарт 1001 тоот ( Оргил рашаан сувиллын замын эсрэг талд)	75059911, 95007171	None	2022-03-15 13:37
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_ioqc549qjb	Монложистикс Холдинг ХХК	Тээврийн мэргэжилтэн	Ажлын байрны зорилго: Тээвэр логистикийн үйлчилгээг мэргэжлийн түвшинд үзүүлэх, ачааг саадгүй тээвэрлэх зохион байгуулалтыг хийх, замын мэдээг хариуцан ажиллах, үйлчлүүлэгчийг сэтгэл ханамжтай байлгах Үндсэн үүргүүд: - Тээвэрлэлтийн болон холбогдох бүх бүртгэлийг цаг хугацаанд нь үнэн зөв бүртгэх, холбогдох тайланг илгээх - Замын мэдээг өгөх - Гаалийн бүрдүүлэлт, хүргэлт, хадгалалт, ачаа олголтын явцад хяналт тавих - Тээврийн болон ачааны дагалдах бичиг баримтыг шалгах, хянах, зааварчлах - Ачаа тээврийг цаг хугацаанд нь эвдрэл гэмтэлгүй саадгүй тээвэрлэн хүргэх бэлтгэл, зохион байгуулалтыг хангаж ажиллах - Үйлчлүүлэгчийг халамжлах, үйлчилгээний чанарыг сайжруулах, урт хугацаанд хамтран ажиллах - Үйлчлүүлэгчдэд тээвэр логистикийн мэргэжлийн заавар, зөвлөмж өгөх	- Бакалавр буюу түүнээс дээш боловсролын зэрэгтэй - Тээврийн удирдлага, бизнесийн удирдлага, гадаад худалдаа, гадаад харилцааны чиглэлийн мэргэжилтэй - Тээвэр ложистикийн мэргэжлээр ажиллаж байсан туршлагатай бол давуу тал болно. - Компьютерийн хэрэглээний Gmail, MS Office программууд дээр ажиллах, баримт бичиг боловсруулах чадвартай.	- Англи хэлний дундаас дээш түвшний мэдлэгтэй,- Орос эсвэл Хятад хэлний мэдлэгтэй бол давуу тал болно	Улаанбаатар хот	 Хан-Уул дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Нью хоризонс оффис, 11 давхар, 1101 тоот	77015454	None	2022-03-15 08:56
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_tn_y2qz20s	ТОНЖ ЛОГИСТИК ХХК	Тээвэр, борлуулалтын менежер /Sales manager/	Харилцагчдад тохирсон тээврийн чанартай санал тавих Тээвэрлэлтийн үнэ тарифыг тооцоолох, харилцагч болон агентуудтай тохирох, тээврийн бүтээгдэхүүн үйлчилгээг хөгжүүлэх Харилцагч байгууллагын эрэлт хэрэгцээг нэмэгдүүлэх 4. Харилцагчдад тээвэр зуучийн үйлчилгээг борлуулах	Тээвэр, гадаад худалдааны чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй Англи хэлний дундаас дээш түвшний мэдлэгтэй 2-с дээш жилийн ажлын туршлагатай Компьютерийн хэрэглээний прораммуудыг эзэмшсэн Үнэнч шударга, итгэл дааж тогтвор суурьшилтай ажиллах Ажлын санаачлагатай, хувийн зохион байгуулалт, цагийн менежмент сайтай, нямбай байх Багаар ажиллах чадвартай Эмэгтэй	Ажлын туршлалагай, англи хэлний мэдлэгтэй, мэргэжилтэй боловсон хүчин таныг найрсаг хамт олон хүлээж байна. Мөн борлуулалтаас хамаарсан бонус, шагнал хүлээж байна. Жич: Зөвхөн тавигдах шаардлагад нийцсэн ажил горилогчид мэдээллээ ирүүлнэ үү. Бид шаардлага хангсан ажил горилогч нарт хариу мэдэгдэх болно гэдгийг анхаарна уу.	Улаанбаатар хот	 Баянгол дүүрэг	None	Бүтэн цагийн	1,500,000	1,800,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, 3-р хороо, Үйлдвэрийн төвийн бүс /16020/, TST Building, #302	75333355	None	2022-03-09 10:46
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_la1huyq+wi	БОДЬ ЛОЖИСТИК ХХК	Тээвэр зохицуулагч	Нүүрс тээвэрлэлтийн үйл ажиллагааг оновчтой зохион байгуулах, удирдан чиглүүлэх Тээврийн хэрэгсэл, жолоочийн бичиг баримтын бүрдэлд хяналт тавих, мэргэжил арга зүйгээр хангах	Бакалавр болон түүнээс дээш зэрэгтэй Компьютерийн хэрэглээний программ бүрэн эзэмшсэн Удирдан зохион байгуулах, манлайлах чадвартай Харилцааны соёлтой	Хөдөө ажиллах боломжтой Холбоо барих дугаар: 80066851	Өмнөговь аймаг		Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, Хүннү tower 13 давхар	85503079	None	2022-03-09 11:56
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_sxf8gadchu	Хаан шоргоолж ХХК	Тээвэр зохицуулагч ажилд авна	1. Тээврийн мэдээ бэлдэх 2. Тээврийн хэрэгслийн бүрэн бүтэн байдлыг хариуцна 3. Тээврийн хэрэгслүүдийг үзлэг оношилгоонд цаг тухай бүрт нь оруулах 4. Түлшний хяналт, GPS хяналт хариуцах 5. Тээвэрлэлттэй холбоотой бүх мэдээллийг бэлтгэж тайлан гаргах	1. Тус мэргэжилээр сургалт дамжаа төгссөн байх 2. Багаар ажиллах чадвартай 3. Ажлын ачаалал даах чадвартай 4. Өгсөн үүрэг даалгаварыг цаг тухайд нь биелүүлэх 5. Windows ийн хэрэглээний программууд дээр гаршсан байх 6. Тээврийн хэрэгслийн талаар хангалттай сайн мэдлэгтэй байх 7. Хөдөө орон нутагт ажиллах боломжтой байх		Өмнөговь аймаг		Дунд шатны удирдлага	Ээлжийн	1,500,000	1,800,000		Монгол улс, Өмнөговь аймаг, 22 Goyot	99090906, 94080383	None	2022-03-03 11:19
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_4+zcjjor9c	Сантранс Ложистикс ХХК	Тээвэр борлуулалтын менежер /Хятад тал хариуцсан/	Зах зээлийн судалгааны үндсэн дээр харилцагчийг мэдээллээр хангах, тохирсон бүтээгдэхүүн үйлчилгээ санал болгох Бүтээгдэхүүн үйлчилгээний үнэ тооцоолох, харилцагч болон агентуудтай харилцах Бүтээгдэхүүн үйлчилгээг сайжруулах	Тээврийн менежмент, Бизнесийн удирдлага, Гадаад харилцааны чиглэлээр их дээд сургууль төгссөн Хятад, англи хэлний ярианы болон бичгийн харилцагч, агентуудтай харилцах түвшний мэдлэгтэй Компьютерийн хэрэглээний программуудыг бүрэн эзэмшсэн Удирдан зохион байгуулах, илтгэн тайлагнах, багаар ажиллах чадвартай Баримт бичиг стандартын дагуу боловсруулах чадвартай Харилцааны ур чадвар сайтай. Эерэг хандлагатай, хариуцлагатай	Тээвэр зуучийн компани, Худалдааны байгууллагад ажиллаж байсан туршлагатай бол давуу тал болно.	Улаанбаатар хот	 Хан-Уул дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 15-р хороо,17011, Гэгээнтэн цогцолбор, ФИДЕС ТАУЭР, 6 давхар, 603 тоот.	91907002, 70077002	70077002	2022-03-03 11:13
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_g9b0qqhtm1	Ландбридж ХХК	Орос болон Англи хэлтэй ТЭЭВРИЙН МЭРГЭЖИЛТЭН	Тээврийн захиалгыг хянаж, програмд бүртгэх Ачааг тээвэрлэх мэдээ мэдээллээр явах Агентуудтай и-мэйлээр болон утсаар холбогдох Тээврийн эрсдэлүүдийг урьдчилан тооцож, анхааруулах Тээвэртэй холбоотой гарсан асуудлыг цаг тухайд шийдэх Тээврийн бичиг баримт бүрдүүлэлтийн заавраар хангах Бичиг баримтын үнэн зөв байдлыг хянах Ачааны үнийн дүнг нийцүүлэх	Бакалавр болон түүнээс дээш зэрэгтэй төгссөн Заавал орос болон англи хэлтэй байх Компьютерийн хэрэглээний програмуудыг эзэмшсэн Баримт бичиг стандартын дагуу боловсруулах чадвартай Багаар ажиллах чадвартай Тээврийн чиглэлээр ажиллаж байсан туршлагатай /давуу тал болно/		Улаанбаатар хот	 Баянзүрх дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, Залуучуудын өргөн чөлөө - 26, Сөүл бизнес төвийн 6 давхар.	94009242, 75055000	None	2022-03-02 16:56
Тээвэр, гааль, агуулах	Ложистик	https://www.zangia.mn/job/_sgc2wp8e3l	Өндөр Алтайн Зам ХХК	БИТУМЫН ХАНГАМЖ ХАРИУЦСАН МЕНЕЖЕР	Худалдан авах гэрээ хийгдснээс хойшхи нийт процессыг эрсдэлгүй, хурдан шуурхай, төлөвлөгөөний дагуу зохион байгуулна. Тээвэрлэлт,хадгалалт, хуваарилалтын стратегийн төлөвлөлтийн ажлыг эрхлэх, нийлүүлэлтийг бага зардлаар түргэн шуурхай зохион байгуулах. Үйлдвэрийн хэрэгцээг тодорхойлж, үйлдвэрийг битумээр тасалдуулалгүй хангах бүхий л үйл ажиллагааг хариуцна. Битумын тээвэрлэлтийг хурдан шуурхай, эрсдэлгүй тээвэрлүүлэх процессыг хариуцна. Битумын хадгалалтыг мэргэжлийн түвшинд хариуцан ажиллана. Зарцуулалтыг санхүүгийн анхан шатны баримт бүртгэлийн дагуу гүйцэтгэх,тайлагнах.	Тээврийн менежмент, Бизнесийн удирдлагаар их дээд сургууль төгссөн. Мэргэжлээрээ 3-аас доошгүй жил ажилласан туршлагатай Авто зам, Тээврийн компанид ажиллаж байсан туршлагатай. Тээвэр зохион байгуулах, талын зай тооцох, өртөгийн зардал тооцох зэрэг чадвартай. Үйл ажиллагааны төлөвлөгөөг боловсруулж хэрэгжүүлэх, шаардлагатай нөөцийг бүрдүүлэх, үр дүнг хянах чадвартай. Үйл явцын хяналтыг түргэн шуурхай хийж, оновчтой шийдвэр гаргах; Зохион байгуулах, багаар ажиллах, хариуцлага хүлээх чадвартай;	Авто зам, тээврийн томоохон төсөлд ажиллаж байсан туршлагатай бол давуу тал болно.	Улаанбаатар хот		Дунд шатны удирдлага	Бүтэн цагийн	2,100,000	2,500,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Цэнтрум оффис, 3 давхар, 307 тоот	88109323, 99125953, 94907171	None	2022-03-01 09:30
ХАА, Байгаль экологи	Төсөл	https://www.zangia.mn/job/_c6n3p1eder	НҮБ-ын ХХААБ-ын Монгол дахь Суурин Төлөөлөгчийн Газар	Policy Analysis and Trade Specialist	Job Posting: 17/Mar/2022 Closure Date: 01/Apr/2022, 5:59:00 AM Organizational Unit: FAMON Type of Requisition: NPP (National Project Personnel) Duration: 12 months Organizational Setting: The Food and Agriculture Organization of the United Nations is mandated to build a world where everyone has access to safe, nutritious food. FAO office in Mongolia has a diverse portfolio of projects and activities to support the Government Counterparts in Mongolia in addressing challenges related to sustainable transformation of food systems and management of natural resources and the achievement of Sustainable Development Goals in Mongolia Reporting Lines: Under the overall guidance of the FAO Representative in Mongolia, direct technical supervision of the Senior Policy Officer Regional Office for Asia and Pacific (RAP) in cooperation with FAO staff and relevant stakeholders in Mongolia, and in close collaboration with Government authorities, the Policy Specialist shall undertake a series of tasks related to, including: Tasks and Responsibilities Conduct research, analysis and contribute to the agricultural policy analysis in Mongolia including policies affecting trade, herd size, carrying capacity/sustainability of pastures, private investment in agriculture, public expenditures, competitiveness, formation of producer cooperatives and alliances, allocation of public spending, incentives for the private sector to build capacity and innovate, labor market, etc. Support the development of a strategy for exports and a package of policy responses aimed at improving trade performance. Support assessments, studies and initiatives related to agriculture and rural development policy design and implementation; Formulate concept notes and projects related to agriculture development policy planning, monitoring and evaluation; Contribute and co-organize policy seminars, capacity building workshops and networking activities related to food and agricultural development policy with partners; Identify global and domestic good practices, develop growth opportunities for Mongolia and formulate inclusive and coherent growth strategy Identify, assess, and analyze the key data sources and methodologies required for food and agriculture related SDGs and develop recommended actions. Work with relevant agencies to strengthen reporting and monitoring mechanisms for tracking progress towards SDG 2 targets Other tasks as requested by the Government in consultation with the FAOR	Minimum Requirements Advanced university degree in economics, agricultural economics, social sciences, or in a related field; At least 8 years of relevant practical experience in the application of agricultural economics in policy and programming; Excellent command of language in English and Mongolian including ability to write clearly and concisely at technical level. Nationality of Mongolia. FAO Core Competencies Results Focus Teamwork Communication Building Effective Relationships Knowledge Sharing and Continuous Improvement Technical/Functional Skills Proven experience with policy analysis; familiarity with both qualitative and quantitative information analysis tools. Excellent inter-personal skills, including the ability to develop and maintain strong relationships at all levels, Ability in planning, organizing, and delivering quality results and meeting deadlines Ability in working independently and in multi-disciplinary teams Full computer literacy in effective use of internet sources and Microsoft Office programs i.e. MS-Word, MS-Excel and MS-Power Point. The candidate is expected to work with online corporate information systems and resources;	ADDITIONAL INFORMATION FAO does not charge a fee at any stage of the recruitment process (application, interview meeting, processing) Incomplete applications will not be considered. If you need help please contact: Careers @ fao.org Applications received after the closing date will not be accepted Please note that FAO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific, and Cultural Organization (UNESCO). For additional employment opportunities visit the FAO employment website: www. fao. org/ employment/ home/ en/. An appointment will be subject to certification that the candidate is medically fit for appointment, accreditation, any residency or visa requirements, and security clearances. Subject to certain exemptions, vaccination against COVID-19 will in principle be required. Vaccination status will be verified as part of the medical clearance process. FAO seeks gender, geographical and linguistic diversity in its staff and international consultants in order to best serve FAO Members in all regions. HOW TO APPLY • To apply, visit the recruitment website at Jobs at FAO and find Requisition number: 2200741 and complete your online profile. We strongly recommend that your profile is accurate, complete and includes your employment records, academic qualifications, and language skills• Candidates are requested to attach a letter of motivation to the online profile• Once your profile is completed, please apply, and submit your application• Candidates may be requested to provide performance assessments and authorization to conduct verification checks of past and present work, character, education, military and police records to ascertain any and all information which may be pertinent to the employment qualifications• Incomplete applications will not be considered• Personal information provided on your application may be shared within FAO and with other companies acting on FAO’s behalf to provide employment support services such as pre-screening of applications, assessment tests, background checks and other related services. You will be asked to provide your consent before submitting your application. You may withdraw consent at any time, by withdrawing your application, in such case FAO will no longer be able to consider your application• Only applications received through the FAO recruitment portal will be considered• Your application will be screened based on the information provided in your online profile• We encourage applicants to submit the application well before the deadline date.If you need help, or have queries, please contact: /> FAO IS A NON-SMOKING ENVIRONMENT	Улаанбаатар хот		Мэргэжилтэн	Бүтэн цагийн	2,500,000	3,000,000	Тохиролцоно	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, UN House, UN street 14, Sukhbaatar district 1, Ulaanbaatar 14201, Mongolia	976-310248 ext 4603	None	2022-03-22 16:00
Тээвэр, гааль, агуулах	Агаарын тээвэр	https://www.zangia.mn/job/_a5ylrsqa33	Эм Эн Ти ХХК	Оператор	Утасны оператор, дуудлага хүлэн авах, бүртгэх	Бакалавр ба түүнээс дээш зэрэгтэй, өмнө нь оператороор ажиллаж байсан туршлагатай бол давуу талтай. Харилцааны ур чадвар /Ярих, харилцах, сонсох, бичих ур чадвар сайтай/ Тооцоолох, Сэтгэн бодох, тогтоох чадвар өндөр Компьютерийн хэрэглээний болон бусад программ дээр ажиллах Ачаалал даах, багаар ажиллах чадвартай хувийн зохион байгуулалт сайтай Бүтээлч сэтгэлгээтэй		Улаанбаатар хот	 Сүхбаатар дүүрэг	Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, Гурван гал оффис, 608 тоот Сүхбаатар дүүрэг, Чингисийн өргөн чөлөө 8/1, 1-р хороо, Улаанбаатар хот, Монгол улс	99073595, 70119944	None	2022-03-15 09:56
Тээвэр, гааль, агуулах	Агаарын тээвэр	https://www.zangia.mn/job/_r5cdh0gwqq	Моннис Групп	Аялал бүрдүүлэгч “АэроМонголиа” ХХК	Зорчигчдыг зөв соёлтой угтан үйлчилж агаарын хөлгөөр хэрхэн зорчих талаар дэлгэрэнгүй мэдээлэлээр хангах, бусад шаардлагатай зүйлсийг тайлбарлах Зорчигч бүртгэлийн ажиллагаа эхлэхээс өмнө бэлтгэл ажлыг хийх, нислэгийн аюулгүй байдал, аюулгүй ажиллагааг ханган ажиллаж нислэгийн цагийн хуваарийг баримтлан ажиллах. Аялал бүрдүүлэгч нь урьдчилан бүртгүүлсэн зорчигчдын нэрсийн жагсаалттай танилцсаны үндсэн дээр онгоцны ачаалалтыг тооцоолон зорчигч,тэдгээрийн тээш, ачаа шууданг бүртгэх.	Их, дээд сургууль төгссөн; /Бакалавр болон түүнээс дээш зэрэгтэй/ Англи хэлний дундаас дээш түвшний мэдлэгтэй; Бусад хэлтэй бол давуу тал болно. Багаар болон бие даан ажиллах, судалгаа хийх чадвартай; Бүтээлч сэтгэлгээ, эерэг хандлага болон харилцааны соёлтой; Тогтвор суурьшилтай ажиллах		Улаанбаатар хот		None	None	600,000	800,000		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	70146885	None	2022-03-22 15:36
ХАА, Байгаль экологи	Ойжуулалт, цэцэрлэгжүүлэлт	https://www.zangia.mn/job/_d8ge7ossby	УРГАМАЛЫН ДАЛАЙ ХХК	ОЙН ИНЖЕНЕР	Мод үржүүлэгийн газарт мод бутыг үрээр тарих, мөчирөөр тарих, боожуулалт хийх Говь цөл, хээрийн бүсэд ойжуулалт хийх Хотын ойролцоо 50км-т байрлах мод үржүүлэгийн газарт байрлаж ажиллах боломжтой	Ойн инженер, агрономич, байгаль орчны нөхөн сэргээлтийн чиглэлээр мэргэжил эзэмшсэн байхМод,бут үржүүлэг, ногоон байгууламж байгуулах, олон наст ургамал тарих, биологийн нөхөн сэргээлт хийх мэдлэгтэй, ур чадвартайЭнэ чиглэлээр 2-оос дээш жил ажилласан туршлагатайБагаар ажиллах, нийтэч, манлайлагч хандлагатай Аливаад өөриймсөг, сэтгэлээрээ ханддаг хувийн зохион байгуулалт сайтай	Таныг найрсаг хамт олон хүлээж байна.	Улаанбаатар хот	 Сонгинохайрхан дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,000,000	1,200,000		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 9 дүгээр хороо, 7 дугаар хороолол, Хоймор оффис, 12 давхар 1208 тоот	91994292, 99409147	None	2022-03-07 12:29
ХАА, Байгаль экологи	Ойжуулалт, цэцэрлэгжүүлэлт	https://www.zangia.mn/job/_xm9hftl0ba	Грийн файненшл корпорейшн ххк	Байгаль орчны менежер	Компани өдөр тутмын үйл ажиллагаанд оролцох Цэцэрлэгжүүлэлт, ойжуулалтын төсөл хариуцах Хот орчны тохижилт, ногоон байгууламжийн асуудлаар холбогдох байгууллагуудтай байгуулах гэрээ хэлэлцээрт оролцох	Хөдөө аж ахуй, байгаль экологийн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй байх Ойжуулалт болон цэцэрлэгжүүлэлт орчны тохижилт дээр ажиллаж байсан туршлагатай байх Харилцааны болон удирдан зохион байгуулах чадвартай байх Бие дааж болон багаар ажиллах чадвартай байх Хувийн зохион байгуулалт болон цагийн менежмент сайтай байх Хурдан шаламгай байх Англи хэлний дундаас дээш мэдлэгтэй байх Бичгийн болон ярианы чадвартай Хэрэглээний програм бүрэн эзэмшсэн байх		Улаанбаатар хот	 Хан-Уул дүүрэг	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 11-р хороо , Богд жавзандамба , стадион оргиол , 95а , 3 тоот	95021177	None	2022-03-21 13:28
