Parent Category Name	Category Name 	Link	Employee Company	Title	Level	Type	Min Salary	Max Salary	Is Dealable	City/Province	District	Exact Address	Roles	Requirements	Additional Info	Phone	Fax	Ad Added Date
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_xxi9sm469h	Таван Богд ХХК (Toyota)	Механикч	Мэргэжилтэн	Бүтэн цагийн	1,800,000	2,100,000		Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Олимпийн гудамж “Таван Богд Toyota” төв	-Явах эд ангийн оношилгоо хийх-Хуваарьт засвар үйлчилгээ хийх-Хөдөлгүүр, хурдны хайрцаг, хүч дамжуулах эд ангийн тосолгооүйлчилгээ хийх	Механик инженер мэргэжилтэй Автомашины засвар үйлчилгээний байгууллагад оношилгоо, засвараар 3-с доошгүй жил ажилласан Нягт нямбай, хариуцлагатай	-Үндсэн цалин+Нэмэгдэл цалин+Урамшуулал цалин+Хоол,yнаа+Купон -Долоо хоногийн 35 цаг -Ажлын цаг 09:00-17:00	9910-3450, 9907-5840, 9904-5396	None	2022-03-28 11:51
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_k7-_ql984n	Глобал Бридж Групп	МЕХАНИК ИНЖЕНЕР /MG Motors/	Мэргэжилтэн	Бүтэн цагийн	1,000,000	1,200,000		Улаанбаатар хот	 Баянзүрх дүүрэг	Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, 26-р хороо, Нийслэл хүрээ өргөн чөлөө, Хүннү гудамж, 13313, Глобал Моторс ХХК	Автомашинд засвар үйлчилгээ хийх, аливаа эвдрэлийн шалтгааныг оношилж, засах болон ажлын байрны тодорхойлолтонд заасан бусад ажил үүргийг гүйцэтгэнэ.	Авто механик болон инженерийн чиглэлээр төгссөн Мэргэжлээрээ 3-аас дээш жил ажилласан Багаж тоног төхөөрөмжүүд дээр ажиллах чадвартай Мэргэжлийн ур чадвартай, техник сэтгэлгээ сайтай /оношлох, засварлах/		99016676, 77228811-208	None	2022-03-28 11:28
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_arka14yntd	Акума Эрин ХХК	Хабрид Инженер	Дээд шатны удирдлага	Бүтэн цагийн	2,100,000	2,500,000	Тохиролцоно	Улаанбаатар хот	 Баянгол дүүрэг	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг 5-р хороо АКУМА ТӨВ	- Хабрид хөдөлгүүртэй автомашины засвар үйлчилгээг хариуцах - Засвар үйлчилгээтэй холбоотой санал хүсэлтийг сонсож, барагдуулах - Засвар үйлчилгээтэй холбоотой бүхий л асуудлыг бие даан гүйцэтгэх - Засварчин, механикуудыг сургах - АБТ-д заасан бусад чиг үүргүүдийг гүйцэтгэх	- Автын механик, инженерээр их дээд сургууль төгссөн - Мэргэжлээрээ 5-с дээш жил ажилласан туршлагатай - Хабрид хөдөлгүүртэй бүх төрлийн автомашиныг оношилж засварлах, бусдад зааж сургах чадвартай - Агрегат, цахилгааны туршлагатай - Удирдах зохион байгуулах, манлайлах ур чадвар сайтай - Харилцааны өндөр соёлтой - Хэрэглээний программ эзэмшсэн - Төлөвлөх, тайлагнах чадвартай	- Ажлын 5 өдөртэй. Ажлын цаг: 09.00-18.00 - НДШ төлнө.	88475082, 1800-2424	None	2022-03-18 11:52
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_dva2tww-wf	ХҮРЭН ТОЛГОЙ КОАЛ МАЙНИНГ ХХК	Засварын механик	Мэргэжилтэн	Ээлжийн	1,800,000	2,100,000		Өмнөговь аймаг		Монгол улс, Өмнөговь аймаг, Гурвантэс сум Бага-Овоо баг	1. Хүнд машин механизмын эд ангийн үйл ажиллагааны доголдлыг оношлох, засах хэвийн үйл ажиллагааг хангах 2. Хүнд машин механизмын эд анги, тоног төхөөрөмжийг угсрах, суурилуулах 3.Хүнд машин механизмын шаардлагатай сэлбэгийн захиалгыг гаргах 4. Хүнд машин механизмд засвар хийх график гаргах, графикийн дагуу засвар үйлчилгээ хийх, 5. Хүнд машин механизмын эд ангийн арчилгаанд хяналт зохиох, зааварчилгаа өгөх	1. Мэргэжилээрээ бакалавр болон түүнээс дээш зэрэгтэй байх 2. Мэргэжлийн өндөр ур чадвартай байх		75051005, 99141591	None	2022-03-27 11:36
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_3ulptx7ww5	Рэйнж Интернэшнл ХХК	ТЕХНИК ҮЙЛЧИЛГЭЭНИЙ ИНЖЕНЕР	Дунд шатны удирдлага	Бүтэн цагийн	2,100,000	2,500,000		Улаанбаатар хот	 Чингэлтэй дүүрэг	Монгол улс, Улаанбаатар хот, Чингэлтэй дүүрэг, Их тойруу 5-р хороо	Шаардлагатай тоног төхөөрөмжийг гадаадаас захиалхад үзүүлэлт, модель загварын талаар гадаад харилцааны менежерийг дэлгэрэнгүй мэдээллээр бүрэн хангах Шаардлагатай тохиолдолд ТЭЦ-4 үйлдвэрийн байран дээр очиж тоног төхөөрөмж , механизмын хэвийн ажиллагаанд санаа тавих	1.Механик инженерийн мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэй 2.Англи хэлний дундаас дээш түвшний мэдлэгтэй, гадаад мэргэжилтнүүдтэй шууд харилцах чадвартай 3.Тоног төхөөрөмж оношлох, засвар үйлчилгээ хийх, шалгах, бичиг баримт боловсруулах чадвартай 4.Харилцааны соёлтой, удирдан зохион байгуулах чадвартай 5.Механик инженер чиглэлээр ажилласан туршлагатай 6.Компьютерийн хэрэглээний програм дээр ажиллах чадвартай		+976-98885577, +976-98885577	None	2022-03-25 10:10
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_5a2_j-valy	Моннис Групп	Цахилгаан Шатны Угсралтын Механик	None	None	1,000,000	1,200,000		Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Schindler брэндийн цахилгаан шатны угсралт хийх Механик засвар, үйлчилгээ хариуцаж ажиллах Цахилгаан шат болон автомат урсдаг шатны угсралт, засвар үйлчилгээ хийх	Барилгын салбар, лифт угсралтын чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно; Хөдөлмөр хамгаалалт аюулгүй байдлын чиглэлээр зохих түвшиний мэдлэгтэй (хэрвээ энэ чиглэлээр сургалт дамжаанд хамрагдсан бол давуу тал болно) Санаачлага, идэвхи чармайлттай, хариуцлагатай; Ачаалал даах чадвартай Цаг баримталдаг Хувийн зохион байгуулалт сайтай Багаар ажиллах чадвартай, ажилд хариуцлагатай, тогтвор суурьшилтай ажиллах Механик чиглэлээр мэрэгшсэн зэрэгтэй Ажлын ачаалал даах чадвартай зөв хандлагатай, багаар ажиллах чадвартай		70146885	None	2022-03-19 21:01
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_5mrqca91w9	Магнай Трейд ХХК	Автын механик	Мэргэжилтэн	Бүтэн цагийн	800,000	1,000,000		Улаанбаатар хот	 Сонгинохайрхан дүүрэг	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 6-р хороо, НҮ-ний гудамж, МТ байр email: hr@mtgroup.mn	Техникийн эвдрэл гэмтэл оношлох, засварын ажлыг хийж гүйцэтгэх Шаардлагатай сэлбэг, багаж хэрэгслийн захиалга гаргах Ажлын байрны тодорхойлолтод заасан бусад ажил үүргүүд	Механик, авто инженер мэргэжилтэй Ажлын дадлага туршлагатай Эерэг, зөв хандлагатай, эелдэг харилцаатай, баг хамт олонтойгоо хамтран ажиллах чадвартай Тогтвор суурьшилтай ажиллах		78001010, 93001010, 83001010	None	2022-03-24 11:11
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_8okxbi5rf0	Дашваанжил ХХК	Автын механик инженер	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, БГД 20-р хороо	Автын механикийн ажлын байрны тодорохойлолтод заасан ажил үүрэг	Автын механик инженерээр 3 жилээс дээш ажилласан. Шинэ санаа нэвтрүүлж, хэрэгжүүлэх чадвартай Автомашинд нэмэлтээр тоног төхөөрөмж суурьлуулах чадвартай. Автын механикаар их дээд сургууль төгссөн Асуудалд дүн шинжилгээ хийж шийдвэр гаргах чадвартай	Автын механикаар Орос улсад сургууль төгссөн бол давуу тал болно.	70001507	None	2022-03-24 10:42
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_e79_f2q5mu	Юнайтед Белаз Машинери	Хүнд машин механизмын механик	None	Ээлжийн	1,500,000	1,800,000	Тохиролцоно	Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Чингисийн өргөн чөлөө, Баянгол зочид буудлын урд Ландмарк оффис, 8 давхар, зүүн гар талын жигүүр	-Автосамосвалын техникийн бэлэн байдлын коэффициентыг баталгаат хугацаанд 93 хувиас багагүй баталгаат хугацаанаас хойш 85 хувиас багагүй байлгах зорилгоор Белазын техникийн үйлчилгээ болон техникийн засвар хийж гүйцэтгэх	Механик инженер мэргэжилтэй Уул уурхайд хүнд машин механизм засварлаж байсан туршлагатай бол давуу тал болно Уул уурхайн салбарт ажиллаж байсан туршлагатай бол давуу тал болно	-орос хэлний мэдлэгтэй бол давуу тал болно, -ээлжээр хөдөө орон нутагт ажиллах боломжтой байх -B, C, D ангиллын жолооны үнэмлэх бол давуу тал болно.	99133019	None	2022-03-22 16:04
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_qpopu47b3v	Блю Рок Сервис ХХК	Тээвэр зохицуулалтын мэргэжилтэн	Мэргэжилтэн	Ээлжийн	1,200,000	1,500,000		Өмнөговь аймаг		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Соёл амралтын хүрээлэн, П.Гэндэнгийн гудамж-16, Цэнтрал оффис 4 давхарт	Цөөн тооны жолооч нарыг хариуцан ажил хуваарилах ажлын гүйцэтгэлийг үнэлэх Авто машин, техникийн бүрэн бүтэн байдлыг хангаж ажиллах Засвар үйлчилгээ хийх Бусад	Механик болон ашиглалтын инженерээр мэргэжлийн сургууль төгссөн Мэргэжлээрээ 3-аас дээш жил ажилласан туршлагатай Багаар ажиллах, манлайлах, удирдах чадвартай Цаг баримтладаг Харилцаа хандлага сайн Ачаалал даах чадвартай	Та бидний нэг болсноор: Эрч хүчтэй чадварлаг хамт олонАжлын байрны таатай орчин нөхцөлӨсөж дэвших боломжТасралтгүй сурч, хөгжих боломжӨрсөлдөхүйц цалин хөлс, урамшуулал таныг хүлээж байна. Холбоо барих утас:88678533	88678533	None	2022-03-22 11:35
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_ah-bybmo5q	Бумбод ХХК	Автын механик инженер ажилд авна	Мэргэжилтэн	Бүтэн цагийн	2,100,000	2,500,000		Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Сонгинохайрхан дүүрэг, 18-р хороо, Москва 74-р байр /5шарын автобусны буудлын баруун талд "Бумбод" плаза	Ажлын байрны тодорхойлолтын дагуу	-Механик инженер болон автын засварын их дээд сургууль коллеж төгссөн -Мэргэжлээрээ 3с дээш жил ажилласан -Автын засвар хүнд машин механизмийн өргөн мэдлэгтэй -Ачаалал даах -Удирдан зохион байгуулах -Хариуцлагатай -Тогтвор суурьшилтай ажиллах -Муу зуршилгүй -Компьютерийн хэрэглээний программ дээр чөлөөтэй ажилладаг		99120075, 88876018	None	2022-03-21 14:21
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_6p9s-tehjq	Сэрүүн сэлбэ Ххк	Механик инженер	Мэргэжилтэн	Бүтэн цагийн	1,800,000	2,100,000	Тохиролцоно	Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 3 dugaar tshilgaan stantsiin baruun tald	АБТ-ийн дагуу Хайрга, Чулуу бутлуурын үйлдвэрт ажиллана. Тоног, төхөөрөмж, хүнд машин механизмын засвар үйлчилгээ, сэлбэгийн нөөцийг хариуцан ажиллана.	- Ажлын туршлагатай - Хөдөө орон нутагт урт хугацаагаар ажиллах боломжтой байх - Ажилдаа хариуцлагатай байх - Багаар ажиллах чадвартай	Таныг өөрийгөө хөгжүүлэх боломж, найрсаг хамт олон хүлээж байна.	95007980	None	2022-03-20 12:44
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_k6ftvzn-xd	Моннис Групп	Механик Моннис Моторс	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Ажлын байрны тодорхойлолтонд заасан ажил үүргийг гүйцэтгэнэ.	Улаанбаатар хотын харъяат иргэн байх -Автын чиглэлээр бакалавр зэрэгтэй байх -Тогтвор суурьшилтай ажиллах -Ажлын туршлагатай байх		70146885	None	2022-03-10 09:17
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_rx-geglf_b	Моннис Групп	МЕХАНИК  /ОТ САЙТ/	Мэргэжилтэн	Ээлжийн	1,200,000	1,500,000	Тохиролцоно	Өмнөговь аймаг		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Ажлын байрны тодорхойлолтонд заасан ажил үүргийг гүйцэтгэнэ.	-Инженер техникийн чиглэлээр бакалавр зэрэгтэй -Ростероор хөдөө орон нутагт ажиллах боломжтой байх -Мэргэжлээрээ 3-аас доошгүй жил ажилласан байх -Харилцааны ур чадвартай, зөв боловсон харилцаатай, ажлын явцад дүгнэлт гаргаж тайлагнаж ажиллах чадвартай, Үнэнч шудрага санаачлагатай байх -Ачаалал даах чадвартай, ажлын хариуцлагатай, багаар ажиллах чадвартай байх		70146885	None	2022-03-11 15:25
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_8+k5g4amk7	Аодэ ХХК	ТЕХНИК ХАРИУЦСАН МЭРГЭЖИЛТЭН	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Улаанбаатар хот	 Баянгол дүүрэг	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, 20-р хороо, Үйлдвэрийн баруун бүс хороолол, Нөхөрлөл гудамж, 5 тоот /5 шар, презерийн замын урд талд/	Борлуулах техникийн засвар үйлчилгээнд хяналт тавьж ажиллах, акт үйлдэж хүлээлцэх Харилцагчдад техникийн бүрэн бүтэн байдал, хэвийн үйл ажиллагааг шалгаж хүлээлгэн өгөх Техникүүдийн үйлчилгээ үзүүлэх хуваарь гаргах, мэдээллийн сан бүрдүүлэх	Инженер, механикийн чиглэлээр их дээд сургууль төгссөн Мэргэжлээрээ 3-аас дээш жил ажилласан туршлагатай Хүнд машин механизм, техникийн талаар мэдлэгтэй Хурдтай, багаар ажиллах чадвартай байх		89096560, 99104995	None	2022-03-15 22:25
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_qkrodwq3sg	МСМ Групп ХХК	АЧААНЫ МАШИНЫ МЕХАНИК	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000	Тохиролцоно	Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 3-р хороо, Чингисийн өргөн чөлөө 62	Засварын газарт ирсэн тээврийн хэрэгслэлд үзлэг оношлогоо, засвар, техник үйлчилгээг чанарын өндөр түвшинд хийж гүйцэтгэх Харилцагчаас өгсөн дуудлага болон харилцагчтай хийгдсэн гэрээний дагуу харилцагчийн ажлын байранд очиж тээврийн хэрэгсэлд үзлэг оношлогоо, засвар, техник үйлчилгээг чанарын өндөр түвшинд хийж гүйцэтгэх Ажлын байрны дүрэм журмыг мөрдөж, аюулгүй ажиллах Өдөр тутмын ажил үүргээ удирдах ажилтан буюу Засварын төвийн менежер /Workshop Manager/-ын зааварчилгааны дагуу гүйцэтгэх. Үзлэг оношлогоог үнэн зөв, гүйцэт хийж эвдрэлийн шалтгааныг тогтоож бүрэн гүйцэд засварлах. Хийж гүйцэтгэсэн ажлаа заавал дахин хянаж нягтлах. Тухайн тээврийн хэрэгсэлд илэрсэн мөн бусад (үйлчлүүлэгчийн хүсэлтээс гадна) эвдрэл гэмтлийг ажлын картанд бичиж тэмдэглэх, холбогдох албан тушаалтанд мэдэгдэх. Шаардлагатай сэлбэгийн жагсаалтыг үнэн зөв бодьтой гаргаж, захиалга хийхэд туслалцаа үзүүлэх.	Тухайн мэргэжлийн чиглэлээр дээд боловсрол эзэмшсэн 2 болон түүнээс дээш жилийн ажлын туршлагатай Техник сэтгэлгээтэй, харилцааны болон багаар ажиллах чадвартай, хувийн зохион байгуулалт сайтай Ажлын ачаалал даах чадвартай, шаардлагатай тохиолдолд хөдөө орон нутагт ажиллах боломжтой, эмх цэгцтэй, цаг баримталдаг, бие даан ажиллах чадвартай байх Техникийн англи хэлний мэдлэгтэй, англи хэлээр харилцан ойлголцох, техникийн ном сурах бичиг унших ойлгох чадвартай байх		77181111	11342175	2022-03-15 13:08
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_s7qlc_1ah9	Аодэ ХХК	Засвар үйлчилгээний төлөвлөлтийн менежер	Дунд шатны удирдлага	Бүтэн цагийн	1,500,000	1,800,000		Улаанбаатар хот	 Сонгинохайрхан дүүрэг	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, 20-р хороо, Үйлдвэрийн баруун бүс хороолол, Нөхөрлөл гудамж, 5 тоот /5 шар, презерийн замын урд талд/	-Засвар үйлчилгээний хэлтсийн өдөр тутмын хэвийн үйл ажиллагааг болон ажилчдыг нэгдсэн удирдлагаар хангах, хянах -Үйл ажиллагааны стандартыг дагаж мөрдүүлэх, сайжруулалтыг хийх -Харилцагчийн сэтгэл ханамжийг өндөрт байлган, санал хүсэлтийг шийдвэрлэх -Засвар үйлчилгээний борлуулалтыг дэмжих чиглэлээр борлуулалтын албыг дэмжин хамтран ажиллах -Хийгдэж буй бүх засвар үйлчилгээний ажилд бүрэн хяналт тавих -Компаний стратеги бодлогыг хэрэгжүүлэх, үйл ажиллагааны дүрэм журам, процессыг боловсруулах -Багаж хэрэгслийн ашиглалтанд хяналт тавих, бүртгэлжүүлэх -Засварын борлуулалтын орлогын төлөвлөгөөг сар бүр 100% байлгах, давуулан биелүүлж ажиллах - Баталгаат болон төлбөртэй засвар үйлчилгээтэй холбоотой гарч буй шаардлагатай сэлбэгийн мэдээллийг харилцагчидад тайлбарлан ойлгуулах, танилцуулах - Засвар үйлчилгээний хүрээнд шаардлагатай багаж хэрэгсэл, тоног төхөөрөмжийн судалгаа хийх, шаардлагатай тохиолдолд худалдан авах, худалдан авах ажиллагааны газарт шилжүүлэх, -Хэрэглэгч, үйлчлүүлэгчийн санал, гомдлыг хүлээн авах, бүртгэх, хэрэглэгчдэд зөвлөгөө зааварчилгаа өгөх, санал гомдлыг шийдвэрлэх оновчтой арга хэрэгслийг нэвтрүүлэх, хэрэгжүүлэх - Гэрээний дагуу тогтмол засвар үйлчилгээ авдаг байгууллагуудын тоног төхөөрөмжийн сэлбэгийг захиалгыг тодорхойлох, нөөц бүрдүүлэх, худалдан авалт хийлгэх	-Механик инженер, бизнесийн удирдлага чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй -Удирдан зохион байгуулах, багаар ажиллах, тайлагнах, манлайлах ур чадвартай байх -Тус чиглэлээр баг удирдаж байсан 3-с дээш жил ажилласан туршлагатай -Алба хэлтсийн төсөв төлөвлөгөө гаргах чадвартай, холбогдох журам боловсруулах, дүн шинжилгээ хийх, асуудал шийдвэрлэх чадвартай байх -Хувийн зохион байгуулалт сайтай, зөв төлөвшил хүмүүжилтэй, илтгэн тайлагнах чадвартай байх	5 шард оффислож ажиллах тул гэр ойр бол давуу тал болно	89096560, 99104995	None	2022-03-15 09:21
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_r+qfrx2tpv	Моннис Групп	Цахилгаан шатны угсралтын механик /Майнс Ап ХХК/	None	Бүтэн цагийн	1,000,000	1,200,000	Тохиролцоно	Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Schindler брэндийн цахилгаан шатны угсралт хийх Механик засвар, үйлчилгээ хариуцаж ажиллах	1. Механик чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй Угсралт механикийн чиглэлээр ажиллаж байсан туршлагатай бол давуу тал болно Ажлын ачаалал даах Хариуцлагатай, зөв хандлагатай, багаар ажиллах чадвартай Өсөн дэвжих хүсэл эрмэлзэлтэй 6.Лифт угсарч байсан бол давуу тал болно		70146885	None	2022-03-09 15:05
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_li8na6ub-p	Гацуурт ХХК	ОПЕРАТОР-2  /ҮР ЦЭВЭРЛЭХ ҮЙЛДВЭР/	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Сэлэнгэ аймаг		Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, БАЯНГОЛ ДҮҮРЭГ 20-Р ХОРОО 2-Р ЦАХИЛГААН СТАНЦЫН БАРУУН ТАЛД	Тариа будааны үр цэвэрлэх үйлдвэрлэлийн тоног төхөөрөмж дээр ажиллах Үр тариа цэвэрлэх үйлдвэрийн автомат системийн үйл ажиллагааг тохируулж, хянах Үр тариа ачиж, буулгах ажлыг хариуцан гүйцэтгэх Үр тариа хадгалах төхөөрөмж, ачиж буулгах системийн хэвийн ажиллагааг хангаж ажиллах, шаардлагатай засвар үйлчилгээг хийх. Бусад АБТ-д заасан ажил үүргүүдийг хийж гүйцэтгэнэ	Механикийн чигэлэлээр их, дээд сургууль, коллеж төгссөн Техник сэтгэлгээ сайтай Механик, автоматик, информатик, электроник чиглэлийн аль нэгээр сурсан Ажлын гүйцэтгэл сайтай, хурдтай, тогтвортой ажиллах Хөдөө орон нутагт удаан хугацаагаар ажиллах боломжтой Үнэнч шударга, хариуцлага хүлээх чадвартай	Хөдөө кемпд байрлаж ажиллах тул байр, хоол компаниас хангана. Цалингаа хураах боломжтой	99062354, 99007745	70183357	2022-03-09 17:06
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_q0rnh+mck3	Алтай Групп	Ерөнхий механик инженер	Дунд шатны удирдлага	Улирлаар	2,100,000	2,500,000		Дорнод аймаг		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 2-р хороо TWIN TOWER-1 7-давхар 706 тоот	Техникийн бэлэн байдлыг нэмэгдүүлэх Сэлбэг захиалгын төлөвлөгөө гаргах, судлагаа хийх ТАК-г нэмэгдүүлж ажиллах Засвар үйлчилгээнд оролцох	ХАА-н техникийн Механик инженер мэргэжилтэй Англи Орос хэлний тодорхой мэдлэгтэй Компьютер дээр ажиллах чадвартай Cummins хөдөлгүүр болон Гидравлик системын ахисан түвшний мэдлэгтэй	Хөдөө орон нутагт ажиллах боломжтой	Алтай групп 77770666	None	2022-03-09 12:50
Автомашины засвар үйлчилгээ	Механик инженер	https://www.zangia.mn/job/_pnm2ekvu-u	Монгол Угсаа Констракшн	МЕХАНИК ИНЖЕНЕР	Дунд шатны удирдлага	Бүтэн цагийн	1,000,000	1,200,000	Тохиролцоно	Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, ХУД 4-р хороо хүүшийн ам /17080/, наадамчидын зам Нью Гарден 1420-22 тоот	Барилгын ажлын авто машинуудыг бүрэн бүтэн аюулгүй байдлыг ханагах, жолооч нартаа хуваарилалт хийх, мэргэжилдээ дуртай, сэтгэлээсээ ажилладаг залуусыг урьж байна.	Их дээд сургууль төгссөн байж болно.	Найрсаг хамт олон хүлээж байна.	99914548, 99914548	None	2022-03-09 11:41
Автомашины засвар үйлчилгээ	Сэлбэгийн худалдаа	https://www.zangia.mn/job/_ra5xpgnaxc	Винпартс ХХК	Худалдааны зөвлөх	Мэргэжилтэн	Бүтэн цагийн	800,000	1,000,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Сүхбаатар дүүрэг, 12 -р хороо Хангайн 16-р гудамж 654 тоот	-Худалдан авагчдад бараа бүтээгдэхүүнийг борлуулах, тайлбарлах, зөвлөх үйлчилгээ үзүүлэх -Зөв боловсон соёлтой, Түргэн шуурхай үйлчилгээ үзүүлэх	- Мэргэжлээрээ 1 ба дээш жил ажилласан байх - Англи хэлтэй бол давуу тал - Авто машин, Авто засвар үйлчилгээний салбарт ажиллаж байсан бол давуу тал болно. - Харилцааны өндөр чадвартай, Үнэн ч шударга - Эерэг зөв хандлагатай - Багаар болон бие даан ажиллах чадвартай, Хувийн зохион байгуулалт сайтай - Тогтвор суурьшилтай ажиллах, цаашид өсөн дэвжих хүсэлтэй		99789624	None	2022-04-07 19:52
Автомашины засвар үйлчилгээ	Сэлбэгийн худалдаа	https://www.zangia.mn/job/_rdgzah9x7h	Моннис Групп	Total тосны худалдааны төлөөлөгч	None	None	1,000,000	1,200,000		None		Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Хариуцсан брэндийн борлуулалт ба хамтын ажиллагааг үр ашигтайгаар зохион байгуулах, байгууллагын борлуулалтыг нэмэгдүүлэх, харилцагчдын хэрэгцээ шаардлагад нийцсэн бүтээгдэхүүн үйлчилгээг санал болгох, борлуулалтын үр дүнгийн тайлан дүгнэлт гаргаж шаардлагатай санал санаачлага гаргах.	Бизнесийн удирдлага болон худалдаа, маркетинг, эдийн засгийн чиглэлээр гадаад, дотоодын их дээд сургууль төгссөн, бакалавр болон түүнээс дээш зэрэгтэй Борлуулалтын чиглэлээр 2-аас дээш жил ажилласан туршлагатай Борлуулалтын анхан шатны анализ хийх, шийдвэр гаргах, ачаалал даах чадвартай байх Бизнесийн төсөл, тайлан төлөвлөгөө гардан хийх чадвартай Судалгаа шинжилгээ хийх, төлөвлөх, шинэ санаа дэвшүүлэн хэрэгжүүлэх чадвартай Англи хэлний дундаас дээш түвшний мэдлэгтэй Удирдан зохион байгуулах ур чадвартай Харилцааны өндөр ур чадвартай	Фотошоп болон маркетингийн талын туршлагатай бол давуу тал болно. Инженер техникийн мэдлэгтэй бол давуу тал болно Найрсаг, зөв хандлагатай Тууштай ажиллаж өсөж дэвших эрмэлзэлтэй	70146885	None	2022-03-30 14:06
